method,noise_mult,pi_s,huber_k,repeat,value
rftl_s_prec,10,0.05,2.0,43,0.6
rftl_s_prec,10,0.05,2.0,44,0.6
rftl_s_prec,10,0.05,2.0,45,0.5454545454545454
rftl_s_prec,10,0.05,2.0,46,0.42857142857142855
rftl_s_prec,10,0.05,2.0,47,0.35294117647058826
rftl_s_prec,10,0.05,2.0,48,0.375
rftl_s_prec,10,0.05,2.0,49,0.4
rftl_s_rec,10,0.05,2.0,0,1.0
rftl_s_rec,10,0.05,2.0,1,1.0
rftl_s_rec,10,0.05,2.0,2,1.0
rftl_s_rec,10,0.05,2.0,3,1.0
rftl_s_rec,10,0.05,2.0,4,1.0
rftl_s_rec,10,0.05,2.0,5,1.0
rftl_s_rec,10,0.05,2.0,6,1.0
rftl_s_rec,10,0.05,2.0,7,1.0
rftl_s_rec,10,0.05,2.0,8,1.0
rftl_s_rec,10,0.05,2.0,9,1.0
rftl_s_rec,10,0.05,2.0,10,1.0
rftl_s_rec,10,0.05,2.0,11,1.0
rftl_s_rec,10,0.05,2.0,12,1.0
rftl_s_rec,10,0.05,2.0,13,1.0
rftl_s_rec,10,0.05,2.0,14,1.0
rftl_s_rec,10,0.05,2.0,15,1.0
rftl_s_rec,10,0.05,2.0,16,1.0
rftl_s_rec,10,0.05,2.0,17,1.0
rftl_s_rec,10,0.05,2.0,18,1.0
rftl_s_rec,10,0.05,2.0,19,1.0
rftl_s_rec,10,0.05,2.0,20,1.0
rftl_s_rec,10,0.05,2.0,21,1.0
rftl_s_rec,10,0.05,2.0,22,1.0
rftl_s_rec,10,0.05,2.0,23,1.0
rftl_s_rec,10,0.05,2.0,24,1.0
rftl_s_rec,10,0.05,2.0,25,1.0
rftl_s_rec,10,0.05,2.0,26,1.0
rftl_s_rec,10,0.05,2.0,27,1.0
rftl_s_rec,10,0.05,2.0,28,1.0
rftl_s_rec,10,0.05,2.0,29,1.0
rftl_s_rec,10,0.05,2.0,30,1.0
rftl_s_rec,10,0.05,2.0,31,1.0
rftl_s_rec,10,0.05,2.0,32,1.0
rftl_s_rec,10,0.05,2.0,33,1.0
rftl_s_rec,10,0.05,2.0,34,1.0
rftl_s_rec,10,0.05,2.0,35,1.0
rftl_s_rec,10,0.05,2.0,36,1.0
rftl_s_rec,10,0.05,2.0,37,1.0
rftl_s_rec,10,0.05,2.0,38,1.0
rftl_s_rec,10,0.05,2.0,39,1.0
rftl_s_rec,10,0.05,2.0,40,1.0
rftl_s_rec,10,0.05,2.0,41,1.0
rftl_s_rec,10,0.05,2.0,42,1.0
rftl_s_rec,10,0.05,2.0,43,1.0
rftl_s_rec,10,0.05,2.0,44,1.0
rftl_s_rec,10,0.05,2.0,45,1.0
rftl_s_rec,10,0.05,2.0,46,1.0
rftl_s_rec,10,0.05,2.0,47,1.0
rftl_s_rec,10,0.05,2.0,48,1.0
rftl_s_rec,10,0.05,2.0,49,1.0
rftl_s,10,0.05,2.0,0,0.06689601015313001
rftl_s,10,0.05,2.0,1,0.06344769610472593
rftl_s,10,0.05,2.0,2,0.07545269859187281
rftl_s,10,0.05,2.0,3,0.0433077745648859
rftl_s,10,0.05,2.0,4,0.07587050360192511
rftl_s,10,0.05,2.0,5,0.047686222045541654
rftl_s,10,0.05,2.0,6,0.062392383037956134
rftl_s,10,0.05,2.0,7,0.07338697515188078
rftl_s,10,0.05,2.0,8,0.06313082297355652
rftl_s,10,0.05,2.0,9,0.038291643108993405
rftl_s,10,0.05,2.0,10,0.05641670839206199
rftl_s,10,0.05,2.0,11,0.07506212526054339
rftl_s,10,0.05,2.0,12,0.0615563784458929
rftl_s,10,0.05,2.0,13,0.08231869630781333
rftl_s,10,0.05,2.0,14,0.07064248480773881
rftl_s,10,0.05,2.0,15,0.055918332224657044
rftl_s,10,0.05,2.0,16,0.05915769379574583
rftl_s,10,0.05,2.0,17,0.07997455155827625
rftl_s,10,0.05,2.0,18,0.053727394373719935
rftl_s,10,0.05,2.0,19,0.07550390191428838
rftl_s,10,0.05,2.0,20,0.05520059702834974
rftl_s,10,0.05,2.0,21,0.09533882954958936
rftl_s,10,0.05,2.0,22,0.06154832238251121
rftl_s,10,0.05,2.0,23,0.059071948371322215
rftl_s,10,0.05,2.0,24,0.059669526881180594
rftl_s,10,0.05,2.0,25,0.08383265701304185
rftl_s,10,0.05,2.0,26,0.08802132550226119
rftl_s,10,0.05,2.0,27,0.047524985666864146
rftl_s,10,0.05,2.0,28,0.07569747246833396
rftl_s,10,0.05,2.0,29,0.0590362254287602
rftl_s,10,0.05,2.0,30,0.07519288986420443
rftl_s,10,0.05,2.0,31,0.07474368242040144
rftl_s,10,0.05,2.0,32,0.05797069148505329
rftl_s,10,0.05,2.0,33,0.07333859212534133
rftl_s,10,0.05,2.0,34,0.07578875449420107
rftl_s,10,0.05,2.0,35,0.05506726697394323
rftl_s,10,0.05,2.0,36,0.05809742029173101
rftl_s,10,0.05,2.0,37,0.06409562137069397
rftl_s,10,0.05,2.0,38,0.05491968485311872
rftl_s,10,0.05,2.0,39,0.044220389592284026
rftl_s,10,0.05,2.0,40,0.08221586894785807
rftl_s,10,0.05,2.0,41,0.07778936021883301
rftl_s,10,0.05,2.0,42,0.05806224960272576
rftl_s,10,0.05,2.0,43,0.06000209436338566
rftl_s,10,0.05,2.0,44,0.04812552405562882
rftl_s,10,0.05,2.0,45,0.07811903372733793
rftl_s,10,0.05,2.0,46,0.0864135141599412
rftl_s,10,0.05,2.0,47,0.07075128110280542
rftl_s,10,0.05,2.0,48,0.0775550975953128
rftl_s,10,0.05,2.0,49,0.058940492659809225
rftl_s_prec,10,0.05,3.0,0,1.0
rftl_s_prec,10,0.05,3.0,1,0.8571428571428571
rftl_s_prec,10,0.05,3.0,2,1.0
rftl_s_prec,10,0.05,3.0,3,1.0
rftl_s_prec,10,0.05,3.0,4,1.0
rftl_s_prec,10,0.05,3.0,5,0.8571428571428571
rftl_s_prec,10,0.05,3.0,6,1.0
rftl_s_prec,10,0.05,3.0,7,0.8571428571428571
rftl_s_prec,10,0.05,3.0,8,1.0
rftl_s_prec,10,0.05,3.0,9,0.6666666666666666
rftl_s_prec,10,0.05,3.0,10,0.8571428571428571
rftl_s_prec,10,0.05,3.0,11,1.0
rftl_s_prec,10,0.05,3.0,12,0.8571428571428571
rftl_s_prec,10,0.05,3.0,13,1.0
rftl_s_prec,10,0.05,3.0,14,1.0
rftl_s_prec,10,0.05,3.0,15,1.0
rftl_s_prec,10,0.05,3.0,16,1.0
rftl_s_prec,10,0.05,3.0,17,0.8571428571428571
rftl_s_prec,10,0.05,3.0,18,1.0
rftl_s_prec,10,0.05,3.0,19,1.0
rftl_s_prec,10,0.05,3.0,20,0.8571428571428571
rftl_s_prec,10,0.05,3.0,21,1.0
rftl_s_prec,10,0.05,3.0,22,1.0
rftl_s_prec,10,0.05,3.0,23,1.0
rftl_s_prec,10,0.05,3.0,24,1.0
rftl_s_prec,10,0.05,3.0,25,1.0
rftl_s_prec,10,0.05,3.0,26,0.75
rftl_s_prec,10,0.05,3.0,27,0.8571428571428571
rftl_s_prec,10,0.05,3.0,28,1.0
rftl_s_prec,10,0.05,3.0,29,1.0
rftl_s_prec,10,0.05,3.0,30,1.0
rftl_s_prec,10,0.05,3.0,31,1.0
rftl_s_prec,10,0.05,3.0,32,1.0
rftl_s_prec,10,0.05,3.0,33,1.0
rftl_s_prec,10,0.05,3.0,34,1.0
rftl_s_prec,10,0.05,3.0,35,1.0
rftl_s_prec,10,0.05,3.0,36,1.0
rftl_s_prec,10,0.05,3.0,37,1.0
rftl_s_prec,10,0.05,3.0,38,1.0
rftl_s_prec,10,0.05,3.0,39,1.0
rftl_s_prec,10,0.05,3.0,40,0.8571428571428571
rftl_s_prec,10,0.05,3.0,41,1.0
rftl_s_prec,10,0.05,3.0,42,1.0
rftl_s_prec,10,0.05,3.0,43,0.8571428571428571
rftl_s_prec,10,0.05,3.0,44,0.8571428571428571
rftl_s_prec,10,0.05,3.0,45,1.0
rftl_s_prec,10,0.05,3.0,46,1.0
rftl_s_prec,10,0.05,3.0,47,0.8571428571428571
rftl_s_prec,10,0.05,3.0,48,0.8571428571428571
rftl_s_prec,10,0.05,3.0,49,1.0
rftl_s_rec,10,0.05,3.0,0,1.0
rftl_s_rec,10,0.05,3.0,1,1.0
rftl_s_rec,10,0.05,3.0,2,1.0
rftl_s_rec,10,0.05,3.0,3,1.0
rftl_s_rec,10,0.05,3.0,4,1.0
rftl_s_rec,10,0.05,3.0,5,1.0
rftl_s_rec,10,0.05,3.0,6,1.0
rftl_s_rec,10,0.05,3.0,7,1.0
rftl_s_rec,10,0.05,3.0,8,1.0
rftl_s_rec,10,0.05,3.0,9,1.0
rftl_s_rec,10,0.05,3.0,10,1.0
rftl_s_rec,10,0.05,3.0,11,1.0
rftl_s_rec,10,0.05,3.0,12,1.0
rftl_s_rec,10,0.05,3.0,13,1.0
rftl_s_rec,10,0.05,3.0,14,1.0
rftl_s_rec,10,0.05,3.0,15,1.0
rftl_s_rec,10,0.05,3.0,16,1.0
rftl_s_rec,10,0.05,3.0,17,1.0
rftl_s_rec,10,0.05,3.0,18,1.0
rftl_s_rec,10,0.05,3.0,19,1.0
rftl_s_rec,10,0.05,3.0,20,1.0
rftl_s_rec,10,0.05,3.0,21,1.0
rftl_s_rec,10,0.05,3.0,22,1.0
rftl_s_rec,10,0.05,3.0,23,1.0
rftl_s_rec,10,0.05,3.0,24,1.0
rftl_s_rec,10,0.05,3.0,25,1.0
rftl_s_rec,10,0.05,3.0,26,1.0
rftl_s_rec,10,0.05,3.0,27,1.0
rftl_s_rec,10,0.05,3.0,28,1.0
rftl_s_rec,10,0.05,3.0,29,1.0
rftl_s_rec,10,0.05,3.0,30,1.0
rftl_s_rec,10,0.05,3.0,31,1.0
rftl_s_rec,10,0.05,3.0,32,1.0
rftl_s_rec,10,0.05,3.0,33,1.0
rftl_s_rec,10,0.05,3.0,34,1.0
rftl_s_rec,10,0.05,3.0,35,1.0
rftl_s_rec,10,0.05,3.0,36,1.0
rftl_s_rec,10,0.05,3.0,37,1.0
rftl_s_rec,10,0.05,3.0,38,1.0
rftl_s_rec,10,0.05,3.0,39,1.0
rftl_s_rec,10,0.05,3.0,40,1.0
rftl_s_rec,10,0.05,3.0,41,1.0
rftl_s_rec,10,0.05,3.0,42,1.0
rftl_s_rec,10,0.05,3.0,43,1.0
rftl_s_rec,10,0.05,3.0,44,1.0
rftl_s_rec,10,0.05,3.0,45,1.0
rftl_s_rec,10,0.05,3.0,46,1.0
rftl_s_rec,10,0.05,3.0,47,1.0
rftl_s_rec,10,0.05,3.0,48,1.0
rftl_s_rec,10,0.05,3.0,49,1.0
rftl_s,10,0.05,3.0,0,0.048397553597348715
rftl_s,10,0.05,3.0,1,0.07113910749319713
rftl_s,10,0.05,3.0,2,0.04520091657716093
rftl_s,10,0.05,3.0,3,0.07408536097536782
rftl_s,10,0.05,3.0,4,0.05073970666534095
rftl_s,10,0.05,3.0,5,0.07433581179887416
rftl_s,10,0.05,3.0,6,0.04865105057973754
rftl_s,10,0.05,3.0,7,0.044063230580297805
rftl_s,10,0.05,3.0,8,0.0703782499288625
rftl_s,10,0.05,3.0,9,0.05236369390413502
rftl_s,10,0.05,3.0,10,0.05372690837099628
rftl_s,10,0.05,3.0,11,0.06572493279650565
rftl_s,10,0.05,3.0,12,0.05630932348285258
rftl_s,10,0.05,3.0,13,0.06329621052818256
rftl_s,10,0.05,3.0,14,0.07519865076311953
rftl_s,10,0.05,3.0,15,0.06137703379845541
rftl_s,10,0.05,3.0,16,0.06190112634671129
rftl_s,10,0.05,3.0,17,0.07543918074716366
rftl_s,10,0.05,3.0,18,0.06549494495124754
rftl_s,10,0.05,3.0,19,0.07126239133495818
rftl_s,10,0.05,3.0,20,0.06530689318089257
rftl_s,10,0.05,3.0,21,0.08405738999155975
rftl_s,10,0.05,3.0,22,0.06760819374310598
rftl_s,10,0.05,3.0,23,0.06346328879991939
rftl_s,10,0.05,3.0,24,0.07588731163331935
rftl_s,10,0.05,3.0,25,0.05026292825825497
rftl_s,10,0.05,3.0,26,0.06283972528925393
rftl_s,10,0.05,3.0,27,0.05273395118066363
rftl_s,10,0.05,3.0,28,0.10092172411418533
rftl_s,10,0.05,3.0,29,0.06511915801315125
rftl_s,10,0.05,3.0,30,0.07335530413175463
rftl_s,10,0.05,3.0,31,0.04539020309444706
rftl_s,10,0.05,3.0,32,0.05833602698103224
rftl_s,10,0.05,3.0,33,0.06531426468135769
rftl_s,10,0.05,3.0,34,0.05937081621297926
rftl_s,10,0.05,3.0,35,0.0463901469282882
rftl_s,10,0.05,3.0,36,0.08061873560667943
rftl_s,10,0.05,3.0,37,0.048241480927057094
rftl_s,10,0.05,3.0,38,0.0602530716471276
rftl_s,10,0.05,3.0,39,0.04211334082687531
rftl_s,10,0.05,3.0,40,0.04785018335889417
rftl_s,10,0.05,3.0,41,0.08145586123884106
rftl_s,10,0.05,3.0,42,0.05967928626837635
rftl_s,10,0.05,3.0,43,0.05997274648448978
rftl_s,10,0.05,3.0,44,0.06275786679765082
rftl_s,10,0.05,3.0,45,0.06254160066164055
rftl_s,10,0.05,3.0,46,0.08006614542134104
rftl_s,10,0.05,3.0,47,0.047441989748797514
rftl_s,10,0.05,3.0,48,0.05900151471546857
rftl_s,10,0.05,3.0,49,0.03722860577930486
baseline,10,0.1,,0,0.0442830976633224
baseline,10,0.1,,1,0.04568004379259007
baseline,10,0.1,,2,0.0545775110488076
baseline,10,0.1,,3,0.04972929667436235
baseline,10,0.1,,4,0.05224300126839474
baseline,10,0.1,,5,0.05247280054000414
baseline,10,0.1,,6,0.07019107248265069
baseline,10,0.1,,7,0.055006544070686836
baseline,10,0.1,,8,0.05054779684660096
baseline,10,0.1,,9,0.04781431917593373
baseline,10,0.1,,10,0.0513843058919394
baseline,10,0.1,,11,0.05281767643610871
baseline,10,0.1,,12,0.04917862390627369
baseline,10,0.1,,13,0.06122453950303045
baseline,10,0.1,,14,0.049857304012898736
baseline,10,0.1,,15,0.05096025762931801
baseline,10,0.1,,16,0.05815129241499301
baseline,10,0.1,,17,0.09159357048580011
baseline,10,0.1,,18,0.0734119464134598
baseline,10,0.1,,19,0.07361097027591082
baseline,10,0.1,,20,0.05232088093537784
baseline,10,0.1,,21,0.06660579561742724
baseline,10,0.1,,22,0.051279541197882354
baseline,10,0.1,,23,0.05341371143023944
baseline,10,0.1,,24,0.0420356951675935
baseline,10,0.1,,25,0.06972535567854313
baseline,10,0.1,,26,0.07236905959330174
baseline,10,0.1,,27,0.05512435710530821
baseline,10,0.1,,28,0.06336865750000817
baseline,10,0.1,,29,0.06483008618421755
baseline,10,0.1,,30,0.06053735357471003
baseline,10,0.1,,31,0.0684319721953285
baseline,10,0.1,,32,0.06704271725665042
baseline,10,0.1,,33,0.07284153422378915
baseline,10,0.1,,34,0.04490879727980467
baseline,10,0.1,,35,0.0557362528107934
baseline,10,0.1,,36,0.05104077786559744
baseline,10,0.1,,37,0.04105643789698613
baseline,10,0.1,,38,0.06315589784337869
baseline,10,0.1,,39,0.09085437611897001
baseline,10,0.1,,40,0.04464925275764431
baseline,10,0.1,,41,0.060992341884006304
baseline,10,0.1,,42,0.06636079418348693
baseline,10,0.1,,43,0.06661982744490669
baseline,10,0.1,,44,0.04196468178797735
baseline,10,0.1,,45,0.086874646121554
baseline,10,0.1,,46,0.054050581256000006
baseline,10,0.1,,47,0.04851044344773451
baseline,10,0.1,,48,0.053424032321381786
baseline,10,0.1,,49,0.05441138588863459
rftl_s_prec,10,0.1,1.0,0,0.2222222222222222
rftl_s_prec,10,0.1,1.0,1,0.2222222222222222
rftl_s_prec,10,0.1,1.0,2,0.2222222222222222
rftl_s_prec,10,0.1,1.0,3,0.2222222222222222
rftl_s_prec,10,0.1,1.0,4,0.2222222222222222
rftl_s_prec,10,0.1,1.0,5,0.2222222222222222
rftl_s_prec,10,0.1,1.0,6,0.2222222222222222
rftl_s_prec,10,0.1,1.0,7,0.2222222222222222
rftl_s_prec,10,0.1,1.0,8,0.2222222222222222
rftl_s_prec,10,0.1,1.0,9,0.2222222222222222
rftl_s_prec,10,0.1,1.0,10,0.2222222222222222
rftl_s_prec,10,0.1,1.0,11,0.2222222222222222
rftl_s_prec,10,0.1,1.0,12,0.2222222222222222
rftl_s_prec,10,0.1,1.0,13,0.2222222222222222
rftl_s_prec,10,0.1,1.0,14,0.2222222222222222
rftl_s_prec,10,0.1,1.0,15,0.2222222222222222
rftl_s_prec,10,0.1,1.0,16,0.2222222222222222
rftl_s_prec,10,0.1,1.0,17,0.2222222222222222
rftl_s_prec,10,0.1,1.0,18,0.2222222222222222
rftl_s_prec,10,0.1,1.0,19,0.2222222222222222
rftl_s_prec,10,0.1,1.0,20,0.2222222222222222
rftl_s_prec,10,0.1,1.0,21,0.2222222222222222
rftl_s_prec,10,0.1,1.0,22,0.2222222222222222
rftl_s_prec,10,0.1,1.0,23,0.2222222222222222
rftl_s_prec,10,0.1,1.0,24,0.2222222222222222
rftl_s_prec,10,0.1,1.0,25,0.2222222222222222
rftl_s_prec,10,0.1,1.0,26,0.2222222222222222
rftl_s_prec,10,0.1,1.0,27,0.2222222222222222
rftl_s_prec,10,0.1,1.0,28,0.2222222222222222
rftl_s_prec,10,0.1,1.0,29,0.2222222222222222
rftl_s_prec,10,0.1,1.0,30,0.2222222222222222
rftl_s_prec,10,0.1,1.0,31,0.2222222222222222
rftl_s_prec,10,0.1,1.0,32,0.2222222222222222
rftl_s_prec,10,0.1,1.0,33,0.2222222222222222
rftl_s_prec,10,0.1,1.0,34,0.2222222222222222
rftl_s_prec,10,0.1,1.0,35,0.2222222222222222
rftl_s_prec,10,0.1,1.0,36,0.2222222222222222
rftl_s_prec,10,0.1,1.0,37,0.2222222222222222
rftl_s_prec,10,0.1,1.0,38,0.2222222222222222
rftl_s_prec,10,0.1,1.0,39,0.2222222222222222
rftl_s_prec,10,0.1,1.0,40,0.2222222222222222
rftl_s_prec,10,0.1,1.0,41,0.2222222222222222
rftl_s_prec,10,0.1,1.0,42,0.2222222222222222
rftl_s_prec,10,0.1,1.0,43,0.2222222222222222
rftl_s_prec,10,0.1,1.0,44,0.2222222222222222
rftl_s_prec,10,0.1,1.0,45,0.2222222222222222
rftl_s_prec,10,0.1,1.0,46,0.2222222222222222
rftl_s_prec,10,0.1,1.0,47,0.2222222222222222
rftl_s_prec,10,0.1,1.0,48,0.2222222222222222
rftl_s_prec,10,0.1,1.0,49,0.2222222222222222
rftl_s_rec,10,0.1,1.0,0,1.0
rftl_s_rec,10,0.1,1.0,1,1.0
rftl_s_rec,10,0.1,1.0,2,1.0
rftl_s_rec,10,0.1,1.0,3,1.0
rftl_s_rec,10,0.1,1.0,4,1.0
rftl_s_rec,10,0.1,1.0,5,1.0
rftl_s_rec,10,0.1,1.0,6,1.0
rftl_s_rec,10,0.1,1.0,7,1.0
rftl_s_rec,10,0.1,1.0,8,1.0
rftl_s_rec,10,0.1,1.0,9,1.0
rftl_s_rec,10,0.1,1.0,10,1.0
rftl_s_rec,10,0.1,1.0,11,1.0
rftl_s_rec,10,0.1,1.0,12,1.0
rftl_s_rec,10,0.1,1.0,13,1.0
rftl_s_rec,10,0.1,1.0,14,1.0
rftl_s_rec,10,0.1,1.0,15,1.0
rftl_s_rec,10,0.1,1.0,16,1.0
rftl_s_rec,10,0.1,1.0,17,1.0
rftl_s_rec,10,0.1,1.0,18,1.0
rftl_s_rec,10,0.1,1.0,19,1.0
rftl_s_rec,10,0.1,1.0,20,1.0
rftl_s_rec,10,0.1,1.0,21,1.0
rftl_s_rec,10,0.1,1.0,22,1.0
rftl_s_rec,10,0.1,1.0,23,1.0
rftl_s_rec,10,0.1,1.0,24,1.0
rftl_s_rec,10,0.1,1.0,25,1.0
rftl_s_rec,10,0.1,1.0,26,1.0
rftl_s_rec,10,0.1,1.0,27,1.0
rftl_s_rec,10,0.1,1.0,28,1.0
rftl_s_rec,10,0.1,1.0,29,1.0
rftl_s_rec,10,0.1,1.0,30,1.0
rftl_s_rec,10,0.1,1.0,31,1.0
rftl_s_rec,10,0.1,1.0,32,1.0
rftl_s_rec,10,0.1,1.0,33,1.0
rftl_s_rec,10,0.1,1.0,34,1.0
rftl_s_rec,10,0.1,1.0,35,1.0
rftl_s_rec,10,0.1,1.0,36,1.0
rftl_s_rec,10,0.1,1.0,37,1.0
rftl_s_rec,10,0.1,1.0,38,1.0
rftl_s_rec,10,0.1,1.0,39,1.0
rftl_s_rec,10,0.1,1.0,40,1.0
rftl_s_rec,10,0.1,1.0,41,1.0
rftl_s_rec,10,0.1,1.0,42,1.0
rftl_s_rec,10,0.1,1.0,43,1.0
rftl_s_rec,10,0.1,1.0,44,1.0
rftl_s_rec,10,0.1,1.0,45,1.0
rftl_s_rec,10,0.1,1.0,46,1.0
rftl_s_rec,10,0.1,1.0,47,1.0
rftl_s_rec,10,0.1,1.0,48,1.0
rftl_s_rec,10,0.1,1.0,49,1.0
rftl_s,10,0.1,1.0,0,0.06165397626981907
rftl_s,10,0.1,1.0,1,0.06358384489537758
rftl_s,10,0.1,1.0,2,0.06509090378342125
rftl_s,10,0.1,1.0,3,0.05461661082674192
rftl_s,10,0.1,1.0,4,0.07765364892782527
rftl_s,10,0.1,1.0,5,0.06060604594816498
rftl_s,10,0.1,1.0,6,0.0585382136088174
rftl_s,10,0.1,1.0,7,0.05415258041896528
rftl_s,10,0.1,1.0,8,0.04856664709100814
rftl_s,10,0.1,1.0,9,0.04947570925882953
rftl_s,10,0.1,1.0,10,0.07710501682684535
rftl_s,10,0.1,1.0,11,0.06988148227374837
rftl_s,10,0.1,1.0,12,0.0664673532452152
rftl_s,10,0.1,1.0,13,0.05919601219686686
rftl_s,10,0.1,1.0,14,0.06802130561205227
rftl_s,10,0.1,1.0,15,0.06109427075971131
rftl_s,10,0.1,1.0,16,0.07119691981592156
rftl_s,10,0.1,1.0,17,0.0754587593936067
rftl_s,10,0.1,1.0,18,0.055851425513431266
rftl_s,10,0.1,1.0,19,0.0454515482418808
rftl_s,10,0.1,1.0,20,0.07505969197060125
rftl_s,10,0.1,1.0,21,0.07480815616108324
rftl_s,10,0.1,1.0,22,0.06888210332312246
rftl_s,10,0.1,1.0,23,0.06836285769221002
rftl_s,10,0.1,1.0,24,0.08825022982680694
rftl_s,10,0.1,1.0,25,0.05547919367121959
rftl_s,10,0.1,1.0,26,0.05755720369253157
rftl_s,10,0.1,1.0,27,0.0668590461868451
rftl_s,10,0.1,1.0,28,0.08773364254574442
rftl_s,10,0.1,1.0,29,0.06014858479273637
rftl_s,10,0.1,1.0,30,0.07089386129182267
rftl_s,10,0.1,1.0,31,0.05964725912307811
rftl_s,10,0.1,1.0,32,0.06309481069318285
rftl_s,10,0.1,1.0,33,0.05791079712796488
rftl_s,10,0.1,1.0,34,0.07233719857361236
rftl_s,10,0.1,1.0,35,0.06427744196181794
rftl_s,10,0.1,1.0,36,0.07292950490495965
rftl_s,10,0.1,1.0,37,0.06777547058566122
rftl_s,10,0.1,1.0,38,0.07896484541653942
rftl_s,10,0.1,1.0,39,0.07565313146724015
rftl_s,10,0.1,1.0,40,0.04027831627635674
rftl_s,10,0.1,1.0,41,0.07617022009611192
rftl_s,10,0.1,1.0,42,0.0720692533361507
rftl_s,10,0.1,1.0,43,0.0656243411422684
rftl_s,10,0.1,1.0,44,0.055815416958461025
rftl_s,10,0.1,1.0,45,0.04847850599713968
rftl_s,10,0.1,1.0,46,0.08762216794041167
rftl_s,10,0.1,1.0,47,0.07875897290975002
rftl_s,10,0.1,1.0,48,0.06463724428680132
rftl_s,10,0.1,1.0,49,0.04916064794815785
rftl_s_prec,10,0.1,1.345,0,0.25
rftl_s_prec,10,0.1,1.345,1,0.2564102564102564
rftl_s_prec,10,0.1,1.345,2,0.2857142857142857
rftl_s_prec,10,0.1,1.345,3,0.2857142857142857
rftl_s_prec,10,0.1,1.345,4,0.3225806451612903
rftl_s_prec,10,0.1,1.345,5,0.2631578947368421
rftl_s_prec,10,0.1,1.345,6,0.3448275862068966
rftl_s_prec,10,0.1,1.345,7,0.3225806451612903
rftl_s_prec,10,0.1,1.345,8,0.30303030303030304
rftl_s_prec,10,0.1,1.345,9,0.29411764705882354
rftl_s_prec,10,0.1,1.345,10,0.37037037037037035
rftl_s_prec,10,0.1,1.345,11,0.30303030303030304
rftl_s_prec,10,0.1,1.345,12,0.2702702702702703
rftl_s_prec,10,0.1,1.345,13,0.35714285714285715
rftl_s_prec,10,0.1,1.345,14,0.30303030303030304
rftl_s_prec,10,0.1,1.345,15,0.37037037037037035
rftl_s_prec,10,0.1,1.345,16,0.3448275862068966
rftl_s_prec,10,0.1,1.345,17,0.2777777777777778
rftl_s_prec,10,0.1,1.345,18,0.2857142857142857
rftl_s_prec,10,0.1,1.345,19,0.37037037037037035
rftl_s_prec,10,0.1,1.345,20,0.43478260869565216
rftl_s_prec,10,0.1,1.345,21,0.3333333333333333
rftl_s_prec,10,0.1,1.345,22,0.2702702702702703
rftl_s_prec,10,0.1,1.345,23,0.3125
rftl_s_prec,10,0.1,1.345,24,0.3333333333333333
rftl_s_prec,10,0.1,1.345,25,0.2631578947368421
rftl_s_prec,10,0.1,1.345,26,0.2702702702702703
rftl_s_prec,10,0.1,1.345,27,0.38461538461538464
rftl_s_prec,10,0.1,1.345,28,0.30303030303030304
rftl_s_prec,10,0.1,1.345,29,0.38461538461538464
rftl_s_prec,10,0.1,1.345,30,0.2857142857142857
rftl_s_prec,10,0.1,1.345,31,0.2857142857142857
rftl_s_prec,10,0.1,1.345,32,0.25
rftl_s_prec,10,0.1,1.345,33,0.3448275862068966
rftl_s_prec,10,0.1,1.345,34,0.2564102564102564
rftl_s_prec,10,0.1,1.345,35,0.3333333333333333
rftl_s_prec,10,0.1,1.345,36,0.35714285714285715
rftl_s_prec,10,0.1,1.345,37,0.3125
rftl_s_prec,10,0.1,1.345,38,0.38461538461538464
rftl_s_prec,10,0.1,1.345,39,0.30303030303030304
rftl_s_prec,10,0.1,1.345,40,0.3333333333333333
rftl_s_prec,10,0.1,1.345,41,0.29411764705882354
rftl_s_prec,10,0.1,1.345,42,0.3125
rftl_s_prec,10,0.1,1.345,43,0.37037037037037035
rftl_s_prec,10,0.1,1.345,44,0.2857142857142857
rftl_s_prec,10,0.1,1.345,45,0.29411764705882354
rftl_s_prec,10,0.1,1.345,46,0.3448275862068966
rftl_s_prec,10,0.1,1.345,47,0.2857142857142857
rftl_s_prec,10,0.1,1.345,48,0.3225806451612903
rftl_s_prec,10,0.1,1.345,49,0.3225806451612903
rftl_s_rec,10,0.1,1.345,0,1.0
rftl_s_rec,10,0.1,1.345,1,1.0
rftl_s_rec,10,0.1,1.345,2,1.0
rftl_s_rec,10,0.1,1.345,3,1.0
rftl_s_rec,10,0.1,1.345,4,1.0
rftl_s_rec,10,0.1,1.345,5,1.0
rftl_s_rec,10,0.1,1.345,6,1.0
rftl_s_rec,10,0.1,1.345,7,1.0
rftl_s_rec,10,0.1,1.345,8,1.0
rftl_s_rec,10,0.1,1.345,9,1.0
rftl_s_rec,10,0.1,1.345,10,1.0
rftl_s_rec,10,0.1,1.345,11,1.0
rftl_s_rec,10,0.1,1.345,12,1.0
rftl_s_rec,10,0.1,1.345,13,1.0
rftl_s_rec,10,0.1,1.345,14,1.0
rftl_s_rec,10,0.1,1.345,15,1.0
rftl_s_rec,10,0.1,1.345,16,1.0
rftl_s_rec,10,0.1,1.345,17,1.0
rftl_s_rec,10,0.1,1.345,18,1.0
rftl_s_rec,10,0.1,1.345,19,1.0
rftl_s_rec,10,0.1,1.345,20,1.0
rftl_s_rec,10,0.1,1.345,21,1.0
rftl_s_rec,10,0.1,1.345,22,1.0
